primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
Shershaah	2021	135	Action,Biography,Drama	8.3	124439
Expired	2022	102	Romance,Sci-Fi	3.7	822
Paramapadham Vilayattu	2021	121	Thriller	3.5	348
Kalavani 2	2019	141	Comedy,Drama,Romance	4.3	100
Singa	2019	131	Drama	4.3	32
Lightyear	2022	105	Action,Adventure,Animation	6.1	113150
Strange World	2022	102	Action,Adventure,Animation	5.6	39235
Pulanaivu	2019	118	Crime,Romance,Thriller	6.8	80
Girls Generation	2016	106	Comedy,Musical,Romance	4.2	13
Evadu Thakkuva Kadu	2019	125	Action	7.0	28
Okate Life	2019	129	Drama	5.2	5
Sangathamizhan	2019	147	Action	3.5	436
Laabam	2021	144	Action,Drama	3.5	856
Kadaisi Vivasayi	2021	122	Comedy,Drama	8.8	4181
Anushka	2019	151	Action	4.2	6
Kaadhal Munnetra Kazhagam	2019	112	Romance	3.7	8
Kidnap	2019	130	Action,Crime,Drama	5.1	393
Gubbi Mele Bramhastra	2019	143	Comedy	5.1	182
Blood Memory	2019	107	Documentary	8.5	7
Walter	2020	133	Action,Crime,Thriller	3.6	281
Hit & Run	2019	114	Action,Comedy	6.2	331
Uyut	2019	147	Comedy,Drama	6.1	308
Amsterdam	2022	134	Comedy,Drama,History	6.1	75975
Malaal	2019	136	Action,Drama,Romance	5.9	1164
Arid Cut	2019	116	Drama	7.0	6
This Is Paris	2020	110	Documentary	6.9	1909
Madame Claude	2021	112	Biography,Crime,Drama	5.4	3698
Home Front	2020	101	Drama,History,War	5.8	385
Manson: Music from an Unsound Mind	2019	108	Biography,Documentary,Music	7.1	282
Butai Yu Yu Hakusho	2020	126	Action,Adventure,Fantasy	8.1	42
Flower Boy	2019	106	Drama	6.2	121
My First Client	2019	114	Crime,Drama	7.3	1068
Big Gold Brick	2022	132	Comedy,Fantasy	3.4	1290
Fragile	2020	104	Drama	6.4	25
The Mother	2019	120	Horror	5.8	120
Chehre	2021	139	Drama,Mystery,Thriller	6.2	27633
Shubh Mangal Zyada Saavdhan	2020	117	Comedy,Crime,Romance	5.8	10007
True Things	2021	102	Drama	5.9	1235
Tell No One	2019	121	Documentary	8.3	3025
Majaz: Ae Gham-e-Dil Kya Karun	2017	178	Biography	5.9	7
Raising Kratos	2019	115	Documentary	7.8	640
The Subject	2020	119	Drama	4.9	269
Heart of Champions	2021	119	Drama,Sport	5.9	1723
Mr. Jasoos	2019	141	Crime,Drama,Mystery	6.5	10
Dampyr	2022	109	Fantasy,Horror	6.3	197
0010: The Sharks Make Contact - Part 2	2019	115	Animation,Comedy,Sci-Fi	6.2	25
The 47 Ronin in Debt	2019	125	Comedy,History	5.3	123
ASHWAMEDHAM	2019	127	Action	5.9	74
Budapest Heist	2020	104	Action,Comedy	3.9	4077
Brother in Love	2019	115	Comedy,Family	7.0	7037
Schumacher	2021	112	Biography,Documentary,Sport	7.4	24001
Chasing Dream	2019	118	Comedy,Drama,Romance	5.9	138
Devaki	2019	129	Thriller	5.4	123
Evil Lurks	2023	104	Horror	6.2	43
The Contractor	2022	103	Action,Drama,Thriller	5.8	24151
Password	2019	138	Action,Crime,Drama	4.0	643
Article 15	2019	130	Crime,Drama,Mystery	8.1	35040
Magic	2019	101	Drama	7.1	12
Soul Eclipse	2021	133	Drama	8.0	33
The Forever Purge	2021	103	Action,Crime,Horror	5.4	37389
Dhaakad	2018	140	Drama	7.5	25
99	2019	144	Drama	6.3	471
Your Name Engraved Herein	2020	118	Drama,Romance	7.3	6863
Juara	2016	106	Action	7.9	37
Ricos de Amor	2020	104	Comedy,Music,Romance	6.0	2899
Thrissur Pooram	2019	156	Action,Drama,Thriller	5.1	428
Hero	2019	121	Action,Crime,Drama	4.7	3441
Oil Capital Underground: The Genesis & Evolution of Punk Rock in Tulsa-Late 70s to Mid 90s	2018	126	Documentary	7.5	14
Finding 'Ohana	2021	123	Action,Adventure,Comedy	6.1	10901
Annem	2019	110	Drama	5.8	1801
Bliss	2021	103	Drama,Romance,Sci-Fi	5.3	18846
Gulabo Sitabo	2020	124	Comedy,Drama	6.3	13173
Nightsiren	2022	106	Drama,Horror,Mystery	6.5	349
A Friendly Tale	2020	104	Comedy,Drama	6.1	1419
Sivappu Manjal Pachai	2019	140	Action,Drama,Thriller	7.1	1928
Aruvam	2019	128	Action,Comedy,Horror	4.6	808
Remy's Demons	2020	104	Horror	4.2	11
Last 6 Hours	2022	120	Drama,Thriller	8.2	598
Best Sellers	2021	102	Comedy,Drama	6.2	4994
Si vive una volta sola	2021	105	Comedy	5.4	956
Etharkkum Thunindhavan	2022	151	Action,Crime,Drama	6.5	13092
Takatak	2019	144	Comedy	5.9	244
Rumah Kentang: The Beginning	2019	102	Drama,Horror,Mystery	5.9	103
Black Box	2021	129	Drama,Mystery,Thriller	7.2	12046
Chidi Balla	2018	112	Comedy,Drama,Family	6.6	16
Gigi & Nate	2022	114	Drama,Family	6.7	1017
0.0 Mhz	2019	101	Horror	4.9	986
A Ship of Human Skin	2019	101	Drama	5.4	19
Armageddon Time	2022	114	Drama	6.5	11420
Cold Skin	2017	108	Action,Fantasy,Horror	6.0	16983
Suspiria	2018	152	Drama,Fantasy,Horror	6.7	84029
The Catholic School	2021	106	Drama	5.7	3065
Mayday Life	2019	112	Music	6.8	147
ABCD: American-Born Confused Desi	2019	145	Comedy	5.4	296
Una vez más	2019	112	Comedy,Drama	5.8	222
My Dear Friend	2018	106	Drama	6.4	12
Gunjan Saxena: The Kargil Girl	2020	112	Action,Biography,Drama	5.5	35136
Laxmii	2020	141	Action,Comedy,Horror	2.5	57859
Amber Light	2019	105	Family	6.1	10
Kaarmoda Saridu	2019	105	Comedy,Family,Thriller	8.1	17
Stars at Noon	2022	135	Drama,Romance,Thriller	5.5	2452
Laiye Je Yaarian	2019	117	Romance	6.8	177
The Other Me	2022	108	Drama,Mystery,Thriller	4.1	511
Jilbab Traveler: Love Sparks in Korea	2016	112	Drama,Romance	6.4	32
Zhou Enlai Returned To Yanan	2019	103	Biography,History	5.3	12
Wa'alaikumussalam Paris	2016	106	Comedy,Drama,Romance	8.8	14
Nightlife	2020	111	Comedy,Romance	5.7	2573
The Dinner Party	2020	116	Horror,Thriller	4.5	7663
The Journey	2021	110	Action,Adventure,Animation	7.0	1071
My Best Friend Anne Frank	2021	103	Drama	6.2	4905
A1	2019	109	Comedy,Drama	5.2	645
The Man Who Sold His Skin	2020	104	Drama	6.9	6407
Munda Hi Chahida	2019	130	Comedy,Drama	6.4	82
Naughty Gang	2019	154	Comedy	4.3	10
After We Collided	2020	105	Drama,Romance	5.0	34244
Eyimofe (This Is My Desire)	2020	116	Drama	7.0	487
Becoming Led Zeppelin	2021	137	Documentary,Music	7.6	42
Infinity Pool	2023	117	Crime,Horror,Mystery	6.1	28883
John Wick: Chapter 4	2023	169	Action,Crime,Thriller	8.2	144287
Night Out	2019	116	Comedy,Thriller	8.5	18
CODA	2021	111	Comedy,Drama,Music	8.0	145065
Eiffel	2021	108	Biography,Drama,History	6.2	6115
Prayers for the Stolen	2021	110	Drama	7.3	3511
Victim(s)	2020	108	Crime,Drama	6.9	50
Red Sandra	2021	107	Drama	6.7	130
Chinnada Gombe	2018	110	Horror	8.3	148
Boss: The Black Experience in Business	2019	113	Documentary,History	8.1	36
Dorasani	2019	130	Drama,Romance	5.8	215
Geugye Doel Nom	2019	108	Drama	7.4	81
Seal of Desire	2022	106	Romance,Thriller	3.6	138
Rising Wolf	2021	102	Fantasy,Mystery,Sci-Fi	3.5	811
Single Slipper Size - 7	2019	120	Drama,Thriller	8.4	3363
Runam	2019	131	Romance	4.7	213
The Worst Person in the World	2021	128	Comedy,Drama,Romance	7.8	79148
Judgement	2019	129	Thriller	6.4	26
Detective Chinatown 3	2021	136	Action,Adventure,Comedy	5.6	2292
Diksoochi	2019	120	Crime,Thriller	6.1	16
Magamuni	2019	156	Crime,Drama,Thriller	7.7	2409
Tushagni	2019	113	Romance,Thriller	6.5	18
Stand Up	2019	118	Crime,Drama,Family	5.7	148
Fisherman's Friends: One and All	2022	111	Comedy,Drama,Music	6.4	1364
Aviva	2020	116	Drama,Music,Romance	5.3	480
Die rote Linie - Widerstand im Hambacher Forst	2019	115	Documentary	7.3	23
Swimming Out Till the Sea Turns Blue	2020	112	Documentary,History	6.5	469
Storm in My Heart	2019	117	Documentary	7.4	11
Khun Phaen Begins	2019	138	Action,Adventure,Comedy	5.9	186
Amazônia: O Despertar da Florestania	2019	111	Documentary	5.7	16
Sidharthan Enna Njan	2019	122	Drama	3.7	16
Pada	2022	130	Crime,Drama,Thriller	7.8	2780
Sunset Promise	2019	105	Comedy,Romance	7.2	87
Premier Padmini	2019	145	Comedy,Drama	8.1	102
Vo Gian Dao	2019	113	Comedy,Crime,Thriller	7.3	6
Men at Work: Miami	2020	115	Comedy	5.0	803
Chal Tike Dusta Heba	2019	150	Comedy,Drama,Romance	7.2	10
Toni Kroos	2019	113	Biography,Documentary,Sport	6.7	990
The Good Traitor	2020	115	Biography,Drama,War	6.3	1197
Other People	2021	106	Drama,Music	6.6	439
Gold Statue	2019	145	Adventure,Comedy,Drama	6.5	54
The Dark Knight: The Ballad of the N Word	2018	129	Action,Comedy,Crime	8.8	141
Adutha Chodyam	2019	112	Drama,Thriller	8.3	602
Petrov's Flu	2021	145	Drama,Sci-Fi	6.7	2670
The Colour Of Ink	2022	105	Documentary	7.6	19
Jackpot	2019	142	Action,Comedy	5.2	572
Kontora	2019	145	Drama,Family,Mystery	7.0	122
Donna Stronger Than Pretty	2020	110	Drama	5.9	524
Asbury Park: Riot, Redemption, Rock & Roll	2019	116	Documentary,Music	6.8	60
Chasing Unicorns	2019	108	Comedy,Drama	6.9	371
Present Laughter	2019	180	Comedy	8.7	325
A Midsummer Night's Dream	2019	180	Comedy,Drama,Romance	8.4	565
Silent River	2021	121	Mystery,Sci-Fi	4.0	269
Heroic Losers	2019	116	Adventure,Comedy,Crime	7.2	11699
Up the Mountain	2019	105	Adventure,Comedy,Drama	5.8	163
Enemies of the State	2020	103	Documentary	6.0	707
Shesh Theke Shuru	2019	140	Action,Drama,Romance	4.9	402
Amy Tan: Unintended Memoir	2021	101	Biography,Documentary	7.8	348
The Old Town Girls	2020	104	Crime,Drama	6.0	110
Jayeshbhai Jordaar	2022	121	Comedy,Drama	6.0	43570
Jind Jaan	2019	123	Drama	3.3	32
Lhamo and Skalbe	2019	110	Drama	5.4	43
Coward Hero	2019	106	Drama	5.0	103
A Voice from the Dark	2019	177	Horror	5.6	22
That Was Life	2020	109	Drama	6.3	298
Executive Order	2020	103	Drama,Sci-Fi	6.7	2002
Karmalink	2021	101	Drama,Sci-Fi	6.4	169
The Set Up	2019	103	Crime,Drama	4.2	150
Petal & Moth	2019	102	Drama	3.8	21
Sakhhii	2019	122	Drama,Romance	4.2	8
Erotica 2022	2020	137	Drama,Mystery,Romance	3.4	323
Toy Aficiao	2022	114	Comedy,Romance	6.6	38
Terrifier 2	2022	138	Horror	6.2	34090
Mosaic Portrait	2019	107	Drama	5.4	20
Special Actors	2019	119	Comedy	6.5	474
The Banger	2020	110	Comedy	4.0	91
The Stronghold	2020	105	Action,Crime,Thriller	6.9	11839
Shibu	2019	145	Comedy,Drama,Romance	5.4	769
Macabro	2019	105	Crime,Horror,Mystery	6.3	451
A Bedsore	2019	110	Drama	6.3	28
Someone, Somewhere	2019	110	Comedy,Drama,Romance	6.6	4388
The Cure: Anniversary 1978-2018 Live in Hyde Park	2019	137	Documentary,Music	8.4	250
Only the Animals	2019	117	Crime,Drama,Mystery	7.1	6805
Half-Sister	2019	105	Comedy,Drama	5.7	136
Fastey Fasaatey	2019	119	Drama,Romance	4.5	126
Itla men Mazaji	2019	103	Comedy	3.8	7
Brainwashed: Sex-Camera-Power	2022	107	Documentary	5.9	618
The 12th Suspect	2019	106	Crime,Drama,History	5.7	195
Bedridden	2020	115	Drama	6.9	18
Hope's Legacy	2021	103	Animation,Drama,Family	5.7	92
Immobilia Crime Story	2019	124	Drama,Thriller	5.4	47
Party Hard	2020	103	Comedy,Drama	6.0	42
Queer Genius	2019	115	Documentary	6.8	14
Munduvareda Adhyaya	2021	102	Action,Thriller	4.9	208
Ek Love Ya	2022	151	Action,Musical,Romance	5.9	1506
Taana	2020	123	Action,Comedy,Horror	4.8	137
Love After Love	2020	144	Drama	5.7	516
Salaga	2021	124	Action,Crime,Thriller	6.9	1227
Nafi's Father	2019	107	Drama	7.0	109
Space MOMs	2019	108	Drama	8.0	85
Verdict	2019	126	Crime,Drama	7.4	563
I Am the Other One	2019	110	Documentary,Drama	6.4	6
True Mothers	2020	140	Drama	7.0	1758
The Time Capsule	2022	105	Drama,Romance,Sci-Fi	5.2	408
AB Aani CD	2020	120	Comedy	6.7	196
BoBoiBoy Movie 2	2019	120	Action,Adventure,Animation	6.9	947
Ask Tesadüfleri Sever 2	2020	124	Drama,Romance	7.0	3061
Scrap	2022	105	Drama	9.0	77
The Sun Does Not Move	2021	110	Sci-Fi	4.7	118
Matinee	2019	124	Romance	5.8	183
Wrong No. 2	2019	132	Comedy,Romance	5.3	172
Kaiji: Final Game	2020	128	Adventure	5.0	436
Whisper of Silent Body	2019	104	Crime,Mystery	4.5	30
Geçmis Olsun	2019	110	Comedy	3.7	153
Bahtsiz Bedri	2019	107	Comedy	3.7	20
Shuruaat Ka Twist	2019	142	Drama	5.9	50
Genis Aile Komsu Kizi	2019	104	Comedy	4.1	2095
Spring Tide	2019	124	Drama	6.8	218
Trees Under the Sun	2019	108	Drama	7.9	68
Natsamrat	2018	130	Drama	7.9	117
Special Couple	2019	106	Drama,Romance	4.2	27
Honest to God	2022	118	Comedy	5.0	66
Rushed	2021	101	Crime,Drama,Mystery	5.6	2721
Raatchasi	2019	134	Drama	7.4	1913
Legend Quest: The Origin	2022	120	Adventure,Animation,Comedy	6.3	51
Miracle in Cell No. 7	2019	132	Drama	8.2	51454
Solid Gold	2019	140	Crime,Drama	5.2	139
Sister Tempest	2020	121	Comedy,Horror,Musical	6.9	75
The Paradise	2019	113	Drama	5.7	19
MA.AMA	2018	124	Drama	8.3	7
Silvia	2018	103	Documentary	8.3	36
Advance Wave Upon Wave	2019	120	Action,Drama,War	4.9	13
The King's Letters	2019	110	Drama,History	6.3	330
Nenjamundu Nermaiyundu Odu Raja	2019	118	Comedy,Drama	6.1	389
Happy Journey	2019	110	Adventure	6.8	19
And the Birds Rained Down	2019	127	Drama	7.3	703
The Way We Are	2020	121	Comedy,Drama,Romance	5.6	5652
How to Be a Good Wife	2020	109	Comedy,Drama	5.8	2029
Kinky Boots: The Musical	2019	135	Musical	8.1	966
The Life Peddler	2020	105	Drama,Thriller	5.2	31
ECCO	2019	123	Crime,Drama,Thriller	4.8	2808
The Sober Cab	2019	105	Adventure,Comedy	5.1	164
Crazy Little Things	2018	105	Fantasy,Romance	5.3	11
Only the Wind Knows	2017	112	Drama	5.3	23
Waiting for Spring	2018	109	Sport	5.8	49
The Preparation	2017	114	Drama,Family	8.2	48
The Passage	2019	150	Action,Biography,Drama	7.0	2289
Yeh Saali Aashiqui	2019	137	Drama,Romance,Thriller	7.9	4263
Baaji	2019	132	Drama,Mystery,Thriller	5.7	254
Long Live the King	2019	118	Action,Comedy,Crime	6.0	336
Hareket Sekiz	2019	110	Action,Comedy	4.6	1201
Inakunare Gunjo	2019	105	Drama,Fantasy,Mystery	5.1	113
Mangalathu Vasundhara	2019	115	Drama	2.6	12
No Man's Land	2020	114	Action,Adventure,Thriller	5.4	1261
Wish You Were Here	2018	113	Drama,Romance	6.8	17
Rosebud	2019	126	Comedy,Drama,Romance	6.7	97
Abar boshonto	2019	165	Family	7.4	14
Romang	2019	112	Drama,Romance	6.7	192
Heyday - The Mic Christopher Story	2019	101	Documentary	8.7	7
Clinging with Hate	2018	132	Action,Drama	9.1	20
The Marco Effect	2021	125	Crime,Thriller	5.3	2465
Nine Days	2020	124	Drama,Fantasy	6.8	9477
Tellers	2019	118	Mystery	4.2	17
Outside the Wire	2021	114	Action,Adventure,Fantasy	5.4	43916
Driving for You All Night	2019	110	Drama	6.9	10
Secrets in the Sky: The Untold Story of Skunk Works	2019	120	Documentary,History,War	7.7	167
Kunjeldho	2021	129	Comedy	4.9	326
2 Hours Love	2019	150	Romance	6.5	1144
Kettiyollaanu Ente Maalakha	2019	135	Comedy,Drama	7.5	2011
Uppercase Print	2020	128	Documentary,Drama,History	6.6	672
The 24th	2020	113	Drama,History	6.3	932
Snatch Up	2018	101	Action,Crime,Drama	6.3	175
Saranae Love You	2017	105	Action,Adventure,Comedy	4.2	14
Akash ongshoto meghla	2022	105	Drama	8.5	32
Present Still Perfect	2020	114	Comedy,Drama,Romance	6.8	219
Carnets 88	2019	108	Documentary	8.5	11
Summer of 85	2020	101	Drama,Romance	6.9	11073
Maanaya	2019	107	Action,Crime,Drama	4.4	8
Extracurricular	2019	101	Comedy,Crime,Thriller	6.1	267
The Legend of Gobi	2018	158	Action	5.7	1985
Sunkist Family	2019	105	Comedy	6.7	74
Bhoot: Part One - The Haunted Ship	2020	114	Horror,Mystery,Thriller	5.4	5645
DSP Dev	2019	145	Action,Crime	6.1	94
Podsolnukh	2020	106	Drama	2.4	11
Palindrome	2020	112	Comedy,Drama,Thriller	3.1	338
Rendez-vous	2019	102	Crime,Horror,Thriller	5.6	153
RiffTrax Live: Day of the Shorts - SF Sketchfest 2019	2019	108	Comedy	4.7	38
Me casé con un idiota	2022	120	Comedy	5.4	40
Bize Müsaade	2021	110	Comedy	4.7	534
Yarn	2020	130	Romance	6.4	496
Nai-Kai-Jeow	2017	103	Comedy,Romance	4.2	5
IPC Section: Bharya Bandhu	2018	109	Drama	4.0	8
Thambi	2019	149	Action,Thriller	6.8	2505
Hellaro	2019	121	Drama	8.6	1489
Girls Don't Cry	2022	105	Drama	9.2	10
Rush: Cinema Strangiato 2019	2019	120	Music	8.8	137
Beyond the Woods	2019	102	Thriller	3.6	192
For Whom the Alchemist Exists	2019	118	Action,Animation,Fantasy	6.3	19
Nya	2017	120	Thriller	7.2	15
Redwood Massacre: Annihilation	2020	104	Horror,Mystery	4.2	524
His Bad Blood	2019	108	Drama	5.4	9
Mags and Julie Go on a Road Trip.	2020	116	Comedy	4.1	132
A Son Named Erasmus	2020	107	Comedy	5.6	385
Mayar Jonjal	2020	101	Crime,Drama	6.7	76
The Trip to Greece	2020	103	Comedy,Drama	6.5	4493
Mumbai Saga	2021	135	Action,Crime	5.9	9757
Lena	2021	102	Biography,Documentary	7.1	230
Danny. Legend. God.	2020	106	Comedy,Crime,Drama	5.6	904
Anak Muda Palsu	2019	103	Comedy	9.3	67
Opposite Direction	2020	120	Drama,Romance	7.1	35
Vivre à 100 milles à l'heure	2019	103	Drama	6.9	83
Changfeng Town	2019	125	Drama	6.1	46
All About ING	2019	106	Drama	6.8	195
Autumn Leaves	2019	116	Drama	7.2	15
Clown Motel 2	2022	105	Horror	4.5	577
Gone with the Light	2019	131	Drama,Mystery,Romance	6.5	417
La source	2019	103	Biography,Comedy,Drama	5.7	82
I Hate Summer	2020	110	Comedy	6.7	3341
The Heart	2019	104	Drama,Sport	4.8	17
Iqro: My Universe	2019	101	Drama,Family,Sci-Fi	6.5	14
Two Blue Stripes	2019	113	Drama	7.8	1423
Where We Belong	2019	130	Drama,Family,Romance	7.0	710
Pharaoh's War	2019	110	Action,Adventure,Thriller	3.0	615
Nasipse Olur	2020	105	Comedy,Romance	5.2	515
King of Ravens	2020	104	Drama	6.1	67
Kasablanka	2019	105	Action,Thriller	6.1	1285
First Lady II: Maria's Revenge	2019	125	Drama	7.0	92
Ratnakar	2019	116	Action,Drama	6.2	110
Eish Hayatak	2019	110	Adventure,Comedy,Drama	6.5	97
Wretches	2018	103	Drama	5.7	57
Behead the King	2017	116	History	5.2	5
Aadhaar	2019	107	Drama	7.0	123
Schmucklos	2019	109	Comedy	4.8	23
Just Different	2020	126	Drama	5.1	7
Aaha	2021	146	Drama,Sport	6.2	709
The Treasure 2	2019	150	Action,Adventure,Drama	7.1	1073
Dancing Elephant	2019	114	Drama	5.8	77
Janamaithri	2019	122	Comedy	6.4	474
Sangre	2020	102	Drama	5.3	105
I'll Be Home for Christmas	2019	113	Drama,Musical	6.2	1007
Lost Illusions	2021	149	Drama,Romance	7.4	5220
Kousalya Krishnamurthy	2019	149	Drama,Sport	7.2	245
Desterro	2020	122	Drama	5.3	123
Mi	2019	116	Drama	8.5	50
Sing to Me Sylvie	2021	104	Drama,Music,Romance	9.7	6
Gold Coast Lounge	2020	119	Crime,Drama,Romance	5.9	47
Double World	2020	110	Action,Adventure,Fantasy	6.2	4486
Incidental Characters	2020	107	Comedy	5.1	85
I Go Gaga, My Dear	2018	102	Documentary	8.1	46
Les Vieux Chums	2020	123	Drama	6.6	44
School's Out Forever	2021	105	Comedy,Drama,Horror	5.4	1128
The Battle: Roar to Victory	2019	135	Action,Drama,History	6.3	811
Parchís: The Documentary	2019	106	Documentary	6.8	571
Badamasi (Portrait of a General)	2021	135	Biography,History,Thriller	5.7	36
Unsilenced	2021	108	Drama	6.8	497
The Blue Elephant 2	2019	130	Crime,Drama,Horror	8.0	10381
Omar Al Azrak	2017	110	Drama	2.6	9
Golmaal Love	2019	160	Romance	7.4	10
Has Jhan Pagli Fas Jabe	2019	130	Romance	6.8	155
Viswamitra	2019	133	Action	4.4	30
Lootcase	2020	132	Comedy,Crime	7.5	17992
Furioza	2021	139	Action,Crime,Drama	6.3	5133
Olessia	2019	120	Drama,Musical	4.6	108
Steel Rain 2	2020	132	Action,Drama,Thriller	6.2	1266
Between Pain and Amen	2019	125	Drama,History	7.3	639
Padavettu	2022	145	Action,Drama,Thriller	7.0	2892
(Nie)znajomi	2019	103	Comedy,Drama	6.8	1028
The Invisible Man	2020	124	Drama,Horror,Mystery	7.1	236910
Khandaani Shafakhana	2019	136	Comedy,Drama	4.3	1313
Futro z misia	2019	102	Comedy	3.2	494
The Forgotten Battle	2020	124	Drama,War	7.1	33648
Nightbooks	2021	103	Family,Fantasy,Horror	5.8	9736
Fancy Dress	2019	124	Comedy,Thriller	4.2	36
Love Battle	2019	126	Comedy,Romance	6.1	94
Silver Skates	2020	130	Adventure,Drama,Family	7.1	6757
Chasani	2019	143	Drama,Romance	7.5	118
Razilee and Elijah	2019	108	Comedy,Documentary	7.7	8
Feelennial	2019	102	Comedy	5.8	8
The Call	2020	112	Crime,Horror,Mystery	7.1	37196
The Beast	2019	131	Action,Crime,Thriller	6.1	1333
Penalty	2019	128	Sport	5.3	918
Naan Petta Makan	2019	132	Biography,Drama	6.8	33
How to Please a Woman	2022	111	Drama	6.2	1313
Who Killed Garrett Phillips?	2019	186	Crime,Documentary,Mystery	7.3	2679
Halkara	2020	110	Drama	10.0	8
#Home	2021	158	Drama	8.8	13999
Oliver and the Pool	2021	101	Comedy,Drama	6.8	89
Rounds	2019	107	Crime,Drama	7.1	655
Red Snow	2019	106	Crime,Mystery	5.3	77
Jupp, watt hamwer jemaht?	2019	109	Comedy	4.6	11
Jinn	2023	130	Horror	2.8	132
Leif in Concert	2019	109	Comedy,Drama,Music	6.1	52
The Midnight Sky	2020	118	Adventure,Drama,Sci-Fi	5.7	86023
This Earth of Mankind	2019	181	Drama,History	6.9	816
Yaya e Lennie: The Walking Liberty	2021	110	Animation	6.3	57
1st Rank Raju	2019	128	Comedy,Drama,Romance	5.0	161
The Main Event	2020	101	Action,Comedy,Family	4.8	2486
Unish/Bish	2019	107	Drama	5.0	6
Song of the Tree Frogs	2020	112	Drama	5.4	30
A Fada do Lar	2022	103	Comedy	6.6	106
Ginny Weds Sunny	2020	125	Comedy,Drama,Romance	5.7	5077
Smith	2020	117	Crime	6.6	45
Bring the Soul: The Movie	2019	103	Documentary,Music	8.4	2596
Bony	2021	116	Sci-Fi	4.3	703
Au nom de la terre	2019	103	Biography,Drama	6.8	1194
Evaru	2019	118	Crime,Drama,Mystery	8.1	6405
Farewell, Mr. Haffmann	2021	115	Drama	7.0	2152
Baba Parasi	2020	116	Comedy	4.6	3390
BlackRose	2018	120	Drama	7.7	58
The Divine Fury	2019	129	Action,Horror,Thriller	6.3	3655
Mao Zedong 1949	2019	140	Biography,Drama,History	5.7	501
Brave Father Online: Our Story of Final Fantasy XIV	2019	114	Drama	7.3	493
The Man with Hare Ears	2020	104	Comedy,Drama	5.7	64
Gramavasees	2019	113	Comedy,Drama	6.4	10
Neermathalam Poothakaalam	2019	145	Drama,Romance	6.0	23
Fagara	2019	118	Comedy,Drama	6.7	610
Twivortiare	2019	103	Drama,Romance	6.7	287
Thanneermathan Dinangal	2019	136	Comedy,Romance	7.8	3205
L'inquiétante absence	2019	109	Documentary	7.3	33
Something About Love	2021	105	Comedy,Romance	5.5	371
Sarvajanikarige Suvarnavakasha	2019	121	Comedy,Drama	5.2	47
Pungo: A Witch's Tale	2020	102	Fantasy	4.3	1772
Dara of Jasenovac	2020	130	Drama,War	8.1	81376
Isa Pa with Feelings	2019	102	Comedy,Romance	7.8	382
Mina-anud	2019	145	Comedy,Crime,Drama	7.5	34
The Cabin House	2019	120	Horror,Mystery,Thriller	4.7	19
Unpregnant	2020	103	Comedy,Drama	6.5	8852
Jiivi	2019	122	Drama,Thriller	7.7	1870
The Egg Lasts	2018	113	Comedy	6.8	16
Chila NewGen Nattuvisheshangal	2019	150	Comedy,Drama,Romance	3.7	36
Hikaru Utada: Laughter in the Dark Tour 2018	2019	141	Documentary,Music	8.1	107
O Palestrante Motivacional	2022	120	Comedy	5.8	161
Marcus	2020	110	Drama	5.8	150
Yaanaa	2019	158	Drama	5.3	54
Only Cloud Knows	2019	132	Drama,Romance	6.0	354
Onek Dame Kena	2016	140	Romance	3.2	8
Miss U Mister	2019	120	Drama,Romance	8.6	60
Bunty Aur Babli 2	2021	138	Comedy,Romance	4.1	4195
Stalker: The Curse of the Zone	2019	173	Drama,Mystery,Sci-Fi	6.1	1318
Immortal Hero	2019	118	Drama	5.9	39
There's Something About Mario	2021	111	Comedy,Musical,Romance	5.4	478
Shantilal O Projapoti Rohoshyo	2019	103	Thriller	5.8	269
Sea of Revival	2019	124	Drama	6.4	231
Effetto Domino	2019	106	Drama	6.1	119
Les barbares de La Malbaie	2019	115	Comedy,Drama,Sport	6.2	133
Oasis	2020	122	Drama	6.5	351
Better	2020	104	Documentary	7.7	77
AI Amok	2020	133	Sci-Fi,Thriller	5.3	182
